0x000fc63de2a01330,0x81c16e984d6cd7822e9583eabda17da2
0x000fc63de2a01340,0x10cc8711552ae5ca4124405b91fcfe88
0x000fc63de2a01350,0xf164f9d84312ece2dc2151e17e56ac3d
0x000fc63de2a01360,0x68777babc5c142624d849ec5d334886f
0x000fc63de2a01370,0x0ff030b86238d0a0cf5e9ea362584ab3
0x000fc63de2a01380,0x209818d1ef7e85eca417956f29ee7f3d
0x000fc63de2a01390,0xd476fe38babd4745497e9f1a3d2bf042
0x000fc63de2a013a0,0x0932f5b6f11ddff70e3705265582a3bd
0x000fc63de2a013b0,0x7de8a2342412579d6af944e07b38785b
0x000fc63de2a013c0,0xb799ae8e9a1a7d6fdd02e100e3d48408
0x000fc63de2a013d0,0x26c06e67b2ddc481ac6d5df814e5064c
0x000fc63de2a013e0,0x69407be75a4f4145fc98c279cf6f111c
0x000fc63de2a013f0,0x62fda854775e0ec39c9d03f309018aee
0x000fc63de2a01400,0x788c31f619faa06e0c0a59677579501a
0x000fc63de2a01410,0x084fa819052daad326c00984c734bb05
0x000fc63de2a01420,0xa145789921f8c1569e0df45b992a34a1
0x000fc63de2a01430,0x8c94af98b3386c3e1af4787f52ebdac5
0x000fc63de2a01440,0x62276cbc31e9ca8058bf3b9ea6245b59
0x000fc63de2a01450,0x7d859725c707aef9c6c3744cc88e03b6
0x000fc63de2a01460,0x9c30ceaa0f66b32de19b58371c6a4b5e
0x000fc63de2a01470,0xa1df3da79d44c93e7799a8e2b368c553
0x000fc63de2a01480,0x1fd3af07a6855857567e5862ef151673
0x000fc63de2a01490,0x9f3dd894b6af98b2aeba42d0f8303249
0x000fc63de2a014a0,0x208a393ed960af85c9df7e444bdffa7d
0x000fc63de2a014b0,0xcca1a034633cbf79e96aa1aff55e3aa2
0x000fc63de2a014c0,0xdf5e6f78beebb4eaeab9221b4b36b545
0x000fc63de2a014d0,0xcf6c9992fbbff9e0ae56702af521ca9f
0x000fc63de2a014e0,0xc915d113dc45488d84dda9b91f1e0ee9
0x000fc63de2a014f0,0xc838a14509c67417306aa871feef71cb
0x000fc63de2a01500,0xc1b199c45f1ff97c71cff814645bd776
0x000fc63de2a01510,0xca20854d5b471c437499b28c30c32323
0x000fc63de2a01520,0x0b6d9611f4dd05d51349747aa1cba182
0x000fc63de2a01530,0x7c7550f20a3c2c6fef2d9a38e6e4b8df
0x000fc63de2a01540,0xf1dd50bf06d2ed7ce6ac9d8a4160ff92
0x000fc63de2a01550,0x926146de91bacf80aaa079968522dc4e
0x000fc63de2a01560,0x17ee0eb03acaaf82374a6cc9e0397e67
0x000fc63de2a01570,0xe38690e7e27ac8e9d1c3d1bcc6be6432
0x000fc63de2a01580,0xb2d10e3d809e2109c7867a38a09f1aed
0x000fc63de2a01590,0x4e28e67481d1bf066b8c66f28611f583
0x000fc63de2a015a0,0x6d0c62c3254bf7ae1d0ab994f20b575d
0x000fc63de2a015b0,0xec41e6f66c0be55c90e639e1e44fc3a9
0x000fc63de2a015c0,0x6a6776231ad1daaaef8d9ff015831fee
0x000fc63de2a015d0,0xc618fc1e6a4805421965e435101bb5fa
0x032f594d0b82b610,0x53a081a6a7647989f20e8bda39cc6d88
0x032f594d0b82b620,0x584d3c020ff9d318d22a3a6211091978
0x032f594d0b82b630,0x22c71d046c32faffa9fa4ea6f8db1a4d
0x032f594d0b82b640,0x72ef7dce376e22a6ec071cf1e47638ec
0x032f594d0b82b650,0x4fdc13515ba830dc245db6ca6f6a2196
0x032f594d0b82b660,0xba626aee542d19c0a629d3322d4ba5a4
0x032f594d0b82b670,0x689c0559bf4fa4a3c90853fdfc9ea692
0x032f594d0b82b680,0xe413961f68c6dd5e027752fe61f68c6e
0x032f594d0b82b690,0xcdfa4cc88805ae3188a0edce4384860c
0x032f594d0b82b6a0,0xb476998dafc8128afb0a6a90bc52b34e
0x032f594d0b82b6b0,0x90920b690abc847ec253763876703835
0x032f594d0b82b6c0,0xf436498e68afe2b81f626a97ebe7ef91
0x032f594d0b82b6d0,0x8024532000cbd3132bdb572063eaa07f
0x032f594d0b82b6e0,0xa9774b71de6d2d7e9f312acb2362dbc1
0x032f594d0b82b6f0,0xb3191702bb80d98dd70da545839137a6
0x032f594d0b82b700,0x3cc4f772547e39181463c5f825ee54ab
0x03f9c3a35fb1a0d0,0x6e7f27629f95ecca4972e2d0dcdef043
0x03f9c3a35fb1a0e0,0xe90a23643a03873ebb9bdf46f5930c38
0x03f9c3a35fb1a0f0,0xcbce125bda1c0162387e3cae01b62820
0x03f9c3a35fb1a100,0xdc371dfb2210f28b630f00b19bef38fa
0x03f9c3a35fb1a110,0xa2b24fd9f275212cb8f690fa40e54cdb
0x03f9c3a35fb1a120,0x3315200d8dc118edcd492f0c93c6023f
0x03f9c3a35fb1a130,0xfce10181e6bac20520168140c55752ec
0x03f9c3a35fb1a140,0xa96e0d2fd312585790894dfc63e39d59
0x03f9c3a35fb1a150,0xbd153a7ff47f8512f3e03ccade7c2fb0
0x03f9c3a35fb1a160,0xdfc8ed58e483d3945c7643497afbb7c0
0x03f9c3a35fb1a170,0x9cdd3eaa7838fd16ac709e3dd2c49b21
0x03f9c3a35fb1a180,0x07e124e3229204c0ccbcb225b7c8dc61
0x03f9c3a35fb1a190,0xa84cd94a656f075e99691df6be961834
0x03f9c3a35fb1a1a0,0x4f46089758500c026c6a88bad3f1e7df
0x081434b977fb3870,0x38c8e97cb60a638470d1c6d308bee994
0x081434b977fb3880,0x8a5c48749fc3cfc8d8470ea1392047e8
0x081434b977fb3890,0xa5613b89e131913fb7309855d7c92d5e
0x081434b977fb38a0,0x67db8350b36889013bc3411cc2ae4936
0x081434b977fb38b0,0x3df2a81ba4e115ddd843bb4401650350
0x081434b977fb38c0,0xce1be150d15417a8ee61157c78f63095
0x081434b977fb38d0,0x8a90fbbbc72d2b328295ec2837599b77
0x081434b977fb38e0,0xb71200ceb3c53c5a82e02823b040a3a1
0x081434b977fb38f0,0xd0cd64e2bd797714a3f542b9625862f8
0x081434b977fb3900,0xe4f94a2a7d31df968684f88a5a4658f9
0x081434b977fb3910,0xca2dd546090ba17915222401d3a9fcd6
0x081434b977fb3920,0xca06a5743f1b63ade16589247f73b70e
0x08415966ad7b7870,0xf96544a7834d88db7e10fabc6a4a7f70
0x08415966ad7b7880,0xd4055fa2d660600a0c35a424a158972b
0x08415966ad7b7890,0xba5a29ff752d67f6569a6d1f3331c18c
0x08415966ad7b78a0,0x365d3eed327bb556916263b72f1d4b70
0x08415966ad7b78b0,0x4b2d72131e82b4bb3335219c09224fa0
0x08415966ad7b78c0,0xbb9f636e5477afc152d3b914c1e1b6e1
0x08415966ad7b78d0,0x2e35240924d592f6cb5740704e0422b4
0x08415966ad7b78e0,0x4694e1286a430fc7b8772d29938dc1b9
0x08415966ad7b78f0,0xcc35eb9161f1325bf1fb9fe50e25d61b
0x08415966ad7b7900,0x91a029ccc1bbdab81c4a7916cebf722d
